bookID,title,authors,average_rating,isbn,  num_pages,publication_date,publisher,
18802,Finding Time Again (In Search of Lost Time #7),Marcel Proust/Ian Patterson/Christopher Prendergast,4.49,141180366,374,10/2/03,Penguin,
18803,The Way by Swann’s  (In Search of Lost Time #1),Marcel Proust/Lydia Davis/Christopher Prendergast,4.14,141180315,489,10/2/03,Penguin Classics,
18807,Dostoevsky: The Mantle of the Prophet  1871-1881,Joseph Frank,4.56,691115699,800,9/2/03,Princeton University Press,
18808,Dostoevsky,Richard Freeborn,3.76,1904341276,183,10/1/05,Haus Publishing,
18812,Dostoevsky: The Stir of Liberation  1860-1865,Joseph Frank,4.51,691014523,416,11/21/88,Princeton University Press,
18815,Dostoevsky  Kierkegaard  Nietzsche and Kafka,William Hubben,3.57,684825899,192,5/13/97,Charles Scribner's Sons,
18816,Problems of Dostoevsky's Poetics,Mikhail Bakhtin/Caryl Emerson,4.34,816612285,334,6/21/84,University Of Minnesota Press,
18817,Dostoevsky: The Years of Ordeal  1850-1859,Joseph Frank,4.43,691014221,336,1/21/87,Princeton University Press,
18822,The Possessed,Fyodor Dostoyevsky/Constance Garnett/Elizabeth Dalton,4.27,1593082509,768,2/1/05,Barnes & Noble,
18824,The Idiot,Fyodor Dostoyevsky/Constance Garnett/Joseph Frank,4.18,1593083475,559,1/6/05,Barnes  Noble Classics,
18825,Money,Martin Amis,3.71,99461889,394,4/7/05,Vintage,
18826,House of Meetings,Martin Amis,3.41,1400044553,241,1/16/07,Alfred A. Knopf,
18828,The Rachel Papers,Martin Amis,3.59,679734589,240,9/29/92,Vintage,
18829,Yellow Dog,Martin Amis,2.79,1400077273,352,1/4/05,Vintage,
18831,Success,Martin Amis,3.66,679734481,224,4/3/91,Vintage,
18832,Koba the Dread: Laughter and the Twenty Million,Martin Amis,3.83,1400032202,306,9/9/03,Vintage,
18833,Dead Babies,Martin Amis,3.32,067973449X,206,4/3/91,Vintage,
18834,Beginning Again: An Autobiography of The Years 1911 to 1918,Leonard Woolf,3.81,156116804,263,10/18/89,Mariner Books,
18835,Virginia Woolf: A Biography,Quentin Bell,4.17,156935805,576,3/20/74,Mariner Books,
18837,Cliffs Notes on Woolf's Mrs. Dalloway,Gary K. Carey,3.09,764544578,72,12/12/03,Cliffs Notes,
18839,Orlando,Virginia Woolf,3.87,141184272,228,9/28/00,Penguin Classics,
18840,The Common Reader,Virginia Woolf/Andrew McNeillie,4.16,015602778X,272,11/4/02,Mariner Books,
18842,A Room of One's Own,Virginia Woolf/Mark Hussey/Susan Gubar,4.14,156030411,112,8/1/05,Mariner Books,
18843,Women and Writing,Virginia Woolf/Michèle Barrett,4.07,156028069,216,3/31/03,A Harvest Book/Harcourt  Inc.,
18844,Flush,Virginia Woolf/Trekkie Ritchie,3.83,156319527,204,10/4/76,Mariner Books,
18846,Virginia Woolf,Hermione Lee,4.26,375701362,893,10/5/99,Vintage,
18849,The Letters of Virginia Woolf: Volume Six  1936-1941,Virginia Woolf/Nigel Nicolson/Joanne Trautmann,4.48,156508877,576,9/30/82,Mariner Books,
18850,On Being Ill,Virginia Woolf/Hermione Lee,4.02,1930464061,63,10/1/02,Paris Press,
18852,The Years,Virginia Woolf,3.77,141185325,444,2/28/02,Penguin Classics,
18853,The Letters of Virginia Woolf: Volume Four  1929-1931,Virginia Woolf/Nigel Nicolson/Joanne Trautmann,4.41,156508842,480,5/15/81,Mariner Books,
18854,Three Guineas,Virginia Woolf/Mark Hussey/Jane Marcus,3.87,156031639,352,7/3/06,Mariner Books,
18860,The Little Red Lighthouse and the Great Gray Bridge,Hildegarde Hoyt Swift/Lynd Ward,4.26,152045732,64,11/1/03,Houghton Mifflin Company,
18861,The Eagle (The Lighthouse Family  #3),Cynthia Rylant/Preston McDaniels,4.08,068986311X,64,10/1/05,Beach Lane Books,
18862,The Storm (The Lighthouse Family  #1),Cynthia Rylant/Preston McDaniels,4.18,068984882X,80,9/1/03,Beach Lane Books,
18867,The Art of Maurice Sendak,Selma G. Lanes,4.43,810980630,258,9/1/98,Harry N. Abrams,
18874,The Poet  the Warrior  the Prophet,Rubem A. Alves,4.43,334028965,148,9/28/02,SCM Press,
18877,The Warrior Prophet (The Prince of Nothing  #2),R. Scott Bakker,3.95,1585677280,624,10/25/05,Overlook TP,
18878,The Belgariad  Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad  #1-3),David Eddings,4.28,345456327,644,8/27/02,Del Rey Books,
18879,The Belgariad  Vol. Two: Castle of Wizardry / Enchanters' End Game (The Belgariad  #4-5),David Eddings,4.39,345456319,483,8/27/02,Del Rey,
18880,The Younger Gods (The Dreamers  #4),David Eddings/Leigh Eddings,3.34,446613320,420,3/1/07,Grand Central Publishing,
18881,The Malloreon  Vol. 1: Guardians of the West / King of the Murgos / Demon Lord of Karanda (The Malloreon  #1-3),David Eddings,4.34,345483863,816,8/30/05,Del Rey,
18882,The Malloreon  Vol. 2: Sorceress of Darshiva / The Seeress of Kell (The Malloreon  #4-5),David Eddings,4.36,345483871,528,8/30/05,Del Rey,
18884,Polgara the Sorceress,David Eddings/Leigh Eddings,4.09,345422554,754,12/26/98,Del Rey Books,
18888,Mistress of Magic (The Mists of Avalon  #1),Marion Zimmer Bradley/Davina Porter,4.12,1556908687,14,4/1/93,Recorded Books,
18892,The Forest House (Avalon  #2),Marion Zimmer Bradley/Diana L. Paxson,3.86,451454243,462,4/1/95,Roc,
18902,Book of Nightmares (Diadem  Worlds of Magic  #6),John Peel,4.12,738706124,192,3/8/05,Llewellyn Publications,
18906,The Nightmare Room: The Nightmare Begins! (The Nightmare Room  #1-3),R.L. Stine,3.88,60766743,432,5/24/05,HarperCollins,
18910,The Parallax View,Slavoj Žižek,4,262240513,433,2/10/06,MIT Press (MA),
18911,Looking Awry: An Introduction to Jacques Lacan through Popular Culture,Slavoj Žižek,4.04,026274015X,188,9/8/92,MIT Press,
18913,The Puppet and the Dwarf: The Perverse Core of Christianity,Slavoj Žižek,3.85,262740257,196,8/29/03,The MIT Press,
18923,Zizek: A Critical Introduction,Sarah   Kay,3.46,745622089,195,4/29/03,Polity Press,
18926,Conversations with Žižek,Slavoj Žižek/Glyn Daly,3.88,745628974,171,12/30/03,Polity Press,
18929,Marcovaldo,Italo Calvino/William Weaver,3.89,156572044,128,11/16/83,Mariner Books,
18930,The Uses of Literature,Italo Calvino/Patrick Creagh,4.07,156932504,341,10/21/87,Mariner Books,
18931,Please Stop Laughing at Me... One Woman's Inspirational Story,Jodee Blanco,3.85,1580628362,288,3/1/03,Adams Media,
18937,In the Beginning...Was the Command Line,Neal Stephenson,3.8,380815931,151,11/9/99,William Morrow Paperbacks,
18942,The Extraordinary Cases of Sherlock Holmes,Arthur Conan Doyle,4.21,140367055,277,6/1/94,Puffin Books,
18943,Confessions of an Ugly Stepsister,Gregory Maguire,3.53,60987529,372,10/3/00,William Morrow Paperbacks,
18947,Jane Austen For Dummies,Joan Elizabeth Klingel Ray,4.03,470008296,362,8/1/06,John Wiley,
18952,The Rediscovery of Man,Cordwainer Smith,4.14,1857988191,368,5/13/99,Gollancz,
18956,Homicide: A Year on the Killing Streets,David Simon,4.38,805080759,646,8/22/06,Holt McDougal,
18957,The Corner: A Year in the Life of an Inner-City Neighborhood,David Simon/Edward Burns,4.43,767900316,576,6/15/98,Broadway Books,
18959,El Libertador: Writings of Simón Bolívar,Simón Bolívar/Frederick H. Fornoff/David Bushnell,3.84,195144813,288,5/15/03,Oxford University Press  USA,
18962,Hands Collected: The Books of Simon Perchik,Simon Perchik/David Baratier,4.25,188635085X,566,1/1/00,Pavement Saw Press,
18963,Morgoth's Ring (The History of Middle-Earth  #10),J.R.R. Tolkien/Christopher Tolkien,4.13,395680921,478,12/14/93,Houghton Mifflin Harcourt,
18964,The War of the Jewels (The History of Middle-Earth  #11),J.R.R. Tolkien/Christopher Tolkien,3.93,395710413,470,12/6/94,Houghton Mifflin Harcourt,
18966,The Silmarillion,J.R.R. Tolkien/Christopher Tolkien,3.92,261102427,384,2/7/99,HarperCollins,
18967,The Sillymarillion: An Unauthorized Parody of J.R.R. Tolkien's Classic the Silmarillion,Donald  Lloyd,3.54,1593600259,192,9/28/04,Cold Spring Press,
18977,The Silmarillion,J.R.R. Tolkien/Christopher Tolkien,3.92,48231533,441,3/12/79,Unwin Paperbacks,
18981,Hayao Miyazaki: Master of Japanese Animation,Helen McCarthy,3.93,1880656418,240,9/1/99,Stone Bridge Press,
18984,Cliffs Notes on Frank's The Diary of Anne Frank,Dorothea Shefer-Vanson/CliffsNotes/Anne Frank,4.32,822003902,64,7/10/84,Cliffs Notes,
18990,The Honourable Schoolboy,John le Carré,3.95,743457919,589,10/29/02,Scribner Book Company,
19022,Valparaiso,Don DeLillo,3.33,033042694X,107,4/1/04,Pan MacMillan,
19040,No More Water in the Tub!,Tedd Arnold/Mark Buehner,3.95,140564306,32,12/1/98,Puffin Books,
19041,Big Red Tub,Julia Jarman/Adrian    Reynolds,4.03,439672325,32,12/1/04,Orchard,
19043,Tabby in the Tub (Animal Ark  #29),Ben M. Baglio/Linda Chapman/Jenny Gregory,3.96,439343909,139,8/1/03,Scholastic Paperbacks,
19052,June Bug (Murder-by-Month Mystery #2),Jess Lourey/J.H. Lourey/Jessica Lourey,3.56,738709123,229,3/8/07,Midnight Ink,
19056,Wickett's Remedy,Myla Goldberg,3.27,1400078121,370,10/10/06,Anchor Books,
19057,I Am the Messenger,Markus Zusak/Emmanuel Pailler,4.07,375836675,357,5/9/06,Alfred A. Knopf Borzoi Books,
19062,Getting the Girl (Wolfe Brothers  #3),Markus Zusak,3.7,043938950x,256,6/1/04,Push,
19063,The Book Thief,Markus Zusak/Cao Xuân Việt Khương,4.37,375831002,552,3/14/06,Alfred A. Knopf,
19065,Fighting Ruben Wolfe (Wolfe Brothers  #2),Markus Zusak/Stig Wemyss,3.84,439241871,224,6/1/02,Push,
19066,Underdog (Wolfe Brothers  #1),Markus Zusak,3.38,3473352349,153,5/1/99,Ravensburger Buchverlag,
19067,Nicomachean Ethics,Aristotle/Martin Ostwald,3.94,23895306,352,1/11/62,Prentice Hall/Simon & Schuster Company (Englewood Cliffs  NJ),
19068,The Nicomachean Ethics,Aristotle/James Alexander Kerr Thomson/Jonathan Barnes/Hugh Tredennick,3.94,140449493,329,1/29/04,Penguin Classics,
19072,Nicomachean Ethics,Aristotle/Hippocrates George Apostle,3.94,911589031,372,5/1/84,Peripatetic Press,
19075,Madame Bovary,Gustave Flaubert/Geoffrey Wall/Michèle Roberts,3.67,140449124,327,12/31/02,Penguin Classics,
19078,Madame Bovary (Critical Editions),Gustave Flaubert/Margaret Cohen/Eleanor Marx,3.67,393979172,576,12/19/04,W.W. Norton & Company,
19081,Madame Bovary,Gustave Flaubert/Donada  Peters,3.67,1400132746,0,10/1/06,Tantor Media,
19082,The Complete Works: The Revised Oxford Translation  Vol. 1,Aristotle/Jonathan Barnes,4.43,691099502,1757,9/1/84,Bollingen/Princeton University Press (NJ),
19083,Politics,Aristotle,3.94,486414248,368,11/15/00,Dover Publications,
19084,Aristotle's Ethics (SparkNotes Literature Guides),SparkNotes,3,158663822X,80,6/13/03,SparkNotes,
19088,The Politics and The Constitution of Athens,Aristotle/Stephen Everson,3.98,521484006,327,10/13/96,Cambridge University Press,
19090,Middlemarch,George Eliot/Megan McDaniel/Lynne Sharon Schwartz/Lynn Sharon Schwartz,3.96,1593080239,848,4/1/03,Barnes  Noble Classics,
19093,Middlemarch,George Eliot/Harriet Walter,3.96,141804513,6,1/28/03,Penguin Audio UK,
19099,Silas Marner,George Eliot,3.64,1591940486,279,5/31/06,Townsend Press,
19100,1984,George Orwell/Mauricio Molina/Miguel Martínez Sarmiento,4.18,9685270880,301,8/1/02,Lectorum,
19103,The Complete Tales of Nikolai Gogol  Volume 1,Nikolai Gogol/Constance Garnett/Leonard J. Kent,4.32,226300684,302,4/15/85,University of Chicago Press,
19104,The Overcoat and Other Short Stories,Nikolai Gogol,4.21,486270572,103,2/21/92,Dover Publications,
19106,The Nose,Nikolai Gogol/Kevin Hawkes,3.89,688104649,31,9/29/94,HarperCollins Publishers,
19108,Dead Souls,Nikolai Gogol/Richard Pevear/Larissa Volokhonsky,3.99,1400043190,445,9/21/04,Everyman's Library,
19117,Fathers and Sons,Ivan Turgenev/George Reavy/Jane Costlow,3.96,451529693,244,2/1/05,Signet Book,
19118,Father to Son  (The Destroyer  #129),Warren Murphy/Richard Sapir/James Mullaney,4.11,373632444,349,10/1/02,Gold Eagle,
19124,Children of the Star (Children of the Star  #1-3),Sylvia Engdahl,4.24,1892065142,728,1/10/00,Meisha Merlin Publishing,
19125,From Far Away,Robert Munsch/Michael Martchenko/Saoussan Askar,4,155037396X,33,2/1/95,Annick Press,
19126,From Far Away  Vol. 01,Kyoko Hikawa/Trina Robbins/Yuko Sawada/Walden Wong,4.31,1591165997,200,11/9/04,VIZ Media,
19129,Silos  Politics and Turf Wars: A Leadership Fable about Destroying the Barriers That Turn Colleagues Into Competitors,Patrick Lencioni,4.05,787976385,224,2/1/06,Jossey-Bass,
19134,Moral Politics: How Liberals and Conservatives Think,George Lakoff,4.03,226467716,471,5/1/02,University Of Chicago Press,
19135,'Salem's Lot,Stephen King/Ron McLarty,4.02,743536959,0,1/19/04,Simon & Schuster Audio,
19136,El misterio de Salem's Lot,Stephen King/Marta I. Guastavino,4.02,8484504794,509,12/17/02,Plaza & Janes Editores  S.A.,
19137,'Salem's Lot,Stephen King,4.02,451098277,817,8/1/76,Signet,
19144,Prodigal Blues,Gary A. Braunbeck/Deena Warner,4.25,1587671093,304,5/1/06,Cemetery Dance Publications,
19148,The Divine Comedy  Vol. I: Inferno,Dante Alighieri/Mark Musa,4,140444416,432,11/28/84,Penguin Classics,
19152,The Divine Comedy I: Hell,Dante Alighieri/Dorothy L. Sayers,4,140440062,347,1/27/05,Penguin Classics,
19155,The Divine Comedy  Vol. 1: Inferno,Dante Alighieri/Mark Musa,4,142437220,432,2/27/03,Penguin Classics,
19156,Could Do Better: Why Children Underachieve and What to Do About It,Harvey P. Mandel/Sander I. Marcus/Loral Dean,3.8,047115847X,291,8/13/96,Wiley,
19163,Inferno,Dante Alighieri/Allen Mandelbaum/Barry Moser/Gabriel Marruzzo/Laury Magnus,4,553213393,396,8/3/04,Bantam Books,
19164,Purgatorio (La Divina Commedia #2),Dante Alighieri/Robert M. Durling,4.02,195087453,704,4/8/04,Oxford University Press  USA,
19165,Dante Alighieri's Divine Comedy  the Inferno,Dante Alighieri,4,812034112,101,10/1/84,Barron's Educational Series,
19166,The Portable Dante,Dante Alighieri/Mark Musa,4.22,142437549,654,7/29/03,Penguin Books,
19171,Purgatorio (The Divine Comedy  #2),Dante Alighieri/Allen Mandelbaum/Laury Magnus/Anthony Oldcorn/Daniel Feldman/Barry Moser,4.02,055321344X,413,8/3/04,Bantam Books,
19172,The Divine Comedy  Vol. 3: Paradise,Dante Alighieri/Mark Musa,3.95,140444432,433,7/31/86,Penguin Classics,
19173,The Divine Comedy  Vol. 2: Purgatory,Dante Alighieri/Mark Musa,4.02,140444424,399,5/30/85,Penguin Classics,
19176,Vita Nuova,Dante Alighieri/Mark Musa,3.87,253201624,210,4/22/73,Indiana University Press,
19178,The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge/Stanley Appelbaum,3.94,486272664,76,9/18/92,Dover Publications,
19179,Beowulf,Unknown/Burton Raffel,3.44,451527402,160,9/1/99,Signet Classics,
19180,Beowulf: A Dual-Language Edition,Unknown/Howell D. Chickering,3.44,1400096227,464,2/14/06,Anchor,
19181,Beowulf: A New Telling,Robert Nye,3.5,440905605,94,3/15/82,Dell,
19182,Beowulf,Michael Morpurgo/Michael Foreman,3.85,763632066,96,10/24/06,Candlewick Press,
19193,Seamus Heaney,Helen Vendler,4.07,674002059,208,3/1/00,Harvard University Press,
19199,The Spirit Level: Poems,Seamus Heaney,4.14,374525110,82,4/10/97,Farrar  Straus and Giroux,
19243,New Selected Poems 1966-1987,Seamus Heaney,4.19,571143725,246,3/4/02,Faber and Faber,
19254,Finders Keepers: Selected Prose  1971-2001,Seamus Heaney,4.15,571210910,432,4/7/03,Faber and Faber,
19257,Canopy: A Work for Voice and Light in Harvard Yard,David   Ward/Parveen Adams/Seamus Heaney/Ivan Gaskell,0,916724948,63,12/31/97,Arts Publications,
19259,Electric Light,Seamus Heaney,3.94,571207987,81,3/19/01,Faber and Faber,
19263,Norden,Seamus Heaney,4.09,3446187499,127,8/1/96,Carl Hanser,
19279,Norte,Seamus Heaney/Margarita Ardanaz,4.09,8475173462,155,11/28/92,Hiperión,
19282,The Odyssey,Homer/Robert Fitzgerald/Seamus Heaney,3.76,1857150945,509,10/8/92,Everyman,
19290,Paradise Lost,John Milton/Scott Elledge,3.82,393962938,688,3/17/93,W. W. Norton & Company,
19293,Tolkien: The Illustrated Encyclopaedia,David Day,4.13,684839792,288,9/1/96,Touchstone,
19295,Ten Days to Self-Esteem,David D. Burns,3.96,688094554,336,3/17/99,William Morrow Paperbacks,
19298,The Swords of Night and Day (The Drenai Saga  #11),David Gemmell,4.32,552146781,640,4/1/05,Corgi,
19302,Pippi Longstocking,Astrid Lindgren/Florence Lamborn/Louis S. Glanzman,4.13,142402494,160,4/21/05,Puffin Books,
19307,Pippi in the South Seas,Astrid Lindgren/Gerry Bothmer,4.11,670557110,126,9/18/59,Viking Books for Young Readers,
19308,Pippi Goes on Board,Astrid Lindgren/Florence Lamborn/Nancy Seligsohn,4.12,140309594,140,2/24/77,Puffin Books,
19311,The Children of Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.29,014032609X,128,2/2/88,Puffin Books,
19312,The Brothers Lionheart,Astrid Lindgren/Ilon Wikland/Jill M. Morgan,4.36,1930900244,231,12/31/04,Purple House Press,
19313,Christmas in Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.18,140503447,32,10/29/81,Puffin Books,
19314,Ronia  the Robber's Daughter,Astrid Lindgren/Patricia Crampton,4.3,140317201,176,2/5/85,Puffin Books,
19315,Happy Times in Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.3,1883937663,128,7/1/03,Ignatius Press,
19316,Pippi Calzaslargas (Pippi Calzaslargas  #1),Astrid Lindgren/Blanca Ríos/Richard Kennedy,4.13,8426131921,137,7/1/05,Editorial Juventud,
19318,The Tomten,Astrid Lindgren/Harald Wiberg,4.24,698115910,32,10/6/97,The Putnam & Grosset Group,
19319,Lotta on Troublemaker Street,Astrid Lindgren/Robin Preiss Glasser,3.98,689846738,55,10/1/01,Aladdin Paperbacks,
19321,The Tale of Peter Rabbit,Beatrix Potter,4.18,723247706,72,3/7/02,Warne,
19322,The Tale of Peter Rabbit: A Pop-up Adventure,Beatrix Potter,4.18,723257043,16,2/2/06,Warne,
19323,Tale of Peter Rabbit,Beatrix Potter,4.18,723249865,80,10/21/04,Warne,
19327,The Tale of Peter Rabbit,Beatrix Potter,4.18,723258732,80,12/28/06,Warne,
19331,Beatrix Potter's Journal,Beatrix Potter,4.36,723258058,32,10/19/06,Warne,
19333,The World of Peter Rabbit (Original Peter Rabbit  Books 1-23),Beatrix Potter,4.62,723257639,1072,5/4/06,Warne,
19335,Beatrix Potter: A Life in Nature,Linda Lear,4.03,312369344,584,1/9/07,St. Martin's Press,
19337,The Tale of the Flopsy Bunnies,Beatrix Potter,4.19,072324779X,58,3/7/02,Warne,
19347,Treasure Island,Chris Tait/Robert Louis Stevenson/Lucy Corvino/Arthur Pober,3.83,1402713185,160,3/1/05,Sterling,
19350,The Epic of Gilgamesh,Anonymous/N.K. Sandars,3.68,848805011,127,6/1/76,Amereon Limited,
19351,The Epic of Gilgamesh,Anonymous/N.K. Sandars,3.68,141026286,120,5/4/06,Penguin Books Limited,
19352,The Epic of Gilgamesh,Anonymous/Maureen Kovacs,3.68,804717117,122,8/1/89,Stanford University Press,
19353,The Evolution of the Gilgamesh Epic,Jeffrey H. Tigay,3.82,865165467,384,2/21/03,Bolchazy-Carducci Publishers,
19354,The Gilgamesh Epic and Old Testament Parallels,Alexander Heidel,3.95,226323986,280,9/15/63,Phoenix Books/University of Chicago Press (IL),
19361,The Scarlet Letter and Other Writings,Nathaniel Hawthorne/Eugene Hudson Long/Seymour L. Gross/Richard C. Beatty/Sculley Bradley/Richmond Croom Beatty,3.59,393956539,443,2/1/78,W. W. Norton & Company,
19370,The Adventures of Huckleberry Finn,Mark Twain/Scott McKowen/Arthur Pober,3.82,1402726007,305,10/28/06,Sterling,
19371,The Adventures of Huckleberry Finn,Mark Twain/Peter Coveney,3.82,141439645,394,1/30/03,Penguin Books,
19373,Mark Twain's Adventures of Huckleberry Finn,Mark Twain/Richard P. Wasowski,3.82,764587277,264,5/1/01,Hungry Minds,
19377,Collected Tales  Sketches  Speeches  & Essays 1852–1890,Mark Twain/Louis J. Budd,4.29,940450364,1120,10/15/92,Library of America,
19379,Mark Twain's Own Autobiography: The Chapters from the North American Review,Mark Twain/Michael J. Kiskis,3.8,299125408,301,10/1/90,University of Wisconsin Press,
19381,Candide,Voltaire/Robert M. Adams,3.77,393960587,224,3/19/91,W. W. Norton and Company,
19382,Candide and Other Stories (World's Classics),Voltaire/Roger Pearson,3.94,192807269,301,7/6/06,Oxford University Press,
19383,Cliffs Notes on Voltaire's Candide,James K. Lowers/CliffsNotes/Voltaire,3.4,822002833,80,3/29/65,Cliffs Notes,
19384,Candide: or  Optimism,Voltaire/Peter Constantine/Diane Johnson,3.77,812972015,144,10/11/05,Modern Library,
19386,Candide and Related Writings,Voltaire/David Wootton,3.8,872205460,190,9/15/00,Hackett Publishing Company  Inc.,
19390,Philosophical Dictionary,Voltaire/Theodore Besterman,4.09,014044257X,400,9/27/79,Penguin Classics,
19393,What Is Goth?,Aurelio Voltaire,4.1,1578633222,96,8/1/04,Weiser Books,
19396,The Picture of Dorian Gray,Oscar Wilde/Andrew Elfenbein,4.08,321427130,352,10/1/06,Pearson,
19397,The Real Trial of Oscar Wilde,Merlin Holland,4.04,000715805X,384,10/5/04,Harper Perennial,
19398,Complete Shorter Fiction,Oscar Wilde/Isobel Murray,4.15,192833766,288,3/5/98,Oxford University Press,
19399,The Unmasking of Oscar Wilde,Joseph Pearce,4.25,1586170260,412,6/15/05,Ignatius Press,
19400,The Decline and Fall of the Roman Empire,Edward Gibbon/Daniel J. Boorstin/Giovanni Battista Piranesi/Hans-Friedrich Mueller,3.98,375758119,1312,8/12/03,Modern Library,
19401,The Decline and Fall of the Roman Empire,Edward Gibbon/Daniel J. Boorstin/Hans-Friedrich Mueller/Giovanni Battista Piranesi,3.98,345478843,1258,3/1/03,Modern Library,
19403,The Decline and Fall of the Roman Empire,Edward Gibbon/Hugh Trevor-Roper,3.98,753818817,680,8/4/05,Phoenix,
19406,The Decline and Fall of the Roman Empire,Edward Gibbon,3.98,1857151925,1952,10/1/94,Everyman Chess,
19409,The Christians and the Fall of Rome (Great Ideas),Edward Gibbon,3.56,143036246,96,9/6/05,Penguin,
19411,The Portable Gibbon: The Decline and Fall of the Roman Empire,Edward Gibbon/Dero A. Saunders/Charles Alexander Robinson Jr.,3.98,140150609,691,6/30/77,Penguin Books,
19412,They Cage the Animals at Night,Jennings Michael Burch,4.32,451159411,304,10/1/85,Signet,
19413,The Quilter's Homecoming (Elm Creek Quilts  #10),Jennifer Chiaverini,4.04,743260228,320,4/10/07,Simon  Schuster,
19416,Absolutely Normal Chaos,Sharon Creech,3.92,330397818,201,9/7/07,MacMillan Children's Books,
19428,The Abominable Snowman Doesn't Roast Marshmallows (The Adventures of the Bailey School Kids  #50),Debbie Dadey/Marcia Thornton Jones,3.82,439650372,96,3/1/05,Scholastic Paperbacks,
19430,Santa Claus Doesn't Mop Floors (The Adventures of the Bailey School Kids  #3),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.75,590444778,80,10/1/91,Scholastic Paperbacks,
19432,Angels Don't Know Karate (The Adventures Of The Bailey School Kids  #23),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.8,590849026,67,11/1/96,Scholastic,
19433,Werewolves Don't Run for President (The Adventures of the Bailey School Kids  #49),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.84,439650364,96,10/1/04,Scholastic Paperbacks,
19435,Vampires Don't Wear Polka Dots (The Adventures of the Bailey School Kids  #1),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.81,059043411X,80,1/1/91,Scholastic Paperbacks,
19436,Werewolves Don't Go to Summer Camp (The Adventures of the Bailey School Kids  #2),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.82,590440616,96,7/1/91,Scholastic Paperbacks,
19437,Phantoms Don't Drive Sports Cars (The Adventures of the Bailey School Kids  #32),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.76,590189824,80,9/1/98,Scholastic Paperbacks,
19439,My Perfect Life (Confessions of a Teenage Drama Queen  #2),Dyan Sheldon,3.32,076362828X,208,3/3/05,Candlewick Press,
19444,Be Happy or I'll Scream!: My Deranged Quest for the Perfect Husband  Family  and Life,Sheri Lynch,3.71,312342349,240,2/6/07,St. Martin's Griffin,
19445,A Guide to the Words of My Perfect Teacher,Ngawang Pelzang/Padmakara Translation Group/Patrul Rinpoche/Alak Zenkar,4.61,1590300734,336,6/22/04,Shambhala,
19448,All-American Girl (All-American Girl  #1),Meg Cabot,3.74,64472779,398,7/22/03,HarperTrophy,
19452,Ready or Not (All-American Girl  #2),Meg Cabot,3.4,60724501,238,8/1/05,HarperCollins Publishers,
19456,Ready or Not (All-American Girl  #2),Meg Cabot,3.4,786282827,238,4/12/06,Thorndike Press,
19462,The Perfect Score (It's All About Attitude #5),Julie Kenner,3.24,373792735,240,7/25/06,Harlequin,
19469,The Face on the Milk Carton (Janie Johnson  #1),Caroline B. Cooney,3.73,038532328X,192,4/13/96,Delacorte Press,
19474,Teen Angst? Naaah...,Ned Vizzini,3.9,044023767X,279,8/13/02,Laurel Leaf Library,
19475,It's Kind of a Funny Story,Ned Vizzini,4.13,786851961,444,4/1/06,Disney-Hyperion,
19476,Be More Chill,Ned Vizzini,3.68,786809965,287,9/1/05,Disney-Hyperion,
19483,Collected Prose: Autobiographical Writings  True Stories  Critical Essays  Prefaces  and Collaborations with Artists,Paul Auster,4.04,031242468X,528,3/1/05,Picador,
19484,Hand to Mouth: A Chronicle of Early Failure,Paul Auster,3.62,312422326,176,8/1/03,Picador,
19485,The Book of Illusions,Paul Auster,3.85,571212182,336,9/4/03,Faber and Faber,
19487,City of Glass: The Graphic Novel,Paul Karasik/David Mazzucchelli/Paul Auster/Art Spiegelman,3.93,571226337,144,2/3/05,Faber & Faber,
19496,Moonraker,Ian Fleming,3.74,141187565,247,6/3/04,Penguin Books  Limited (UK),
19498,Moonraker's Bride,Madeleine Brent,4.31,285620649,352,1/1/73,Souvenir Press,
19501,Eat  Pray  Love,Elizabeth Gilbert,3.55,143038419,368,2/1/07,Riverhead Books,
19503,Eat  Pray  Love: One Woman's Search for Everything Across Italy  India and Indonesia,Elizabeth Gilbert,3.55,1415926697,13,9/1/06,Books on Tape,
19506,The World as Will and Representation  Vol. 1,Arthur Schopenhauer/Judith Norman/E.F.J. Payne/Alistair Welchman/Christropher Janaway,4.19,486217612,534,6/1/66,Dover Publications,
19508,The Schopenhauer Cure,Irvin D. Yalom,4.22,60938102,358,1/3/06,Harper Perennial Modern Classics,
19510,Essays and Aphorisms,Arthur Schopenhauer/R.J. Hollingdale,4.17,140442278,240,8/26/76,Penguin Classics,
19511,Essay on the Freedom of the Will,Arthur Schopenhauer/Konstantin Kolenda,4.15,486440117,128,5/6/05,Dover Publications,
